instruction_text,thisN,thisTrialN,thisRepN,prac_attention_resp.keys,prac_attention_resp.rt,prac_attention_resp.duration,exp_atttention_resp.keys,exp_pause_resp.keys,exp_atttention_resp.rt,exp_atttention_resp.duration,exp_pause_resp.rt,exp_pause_resp.duration,instruction_trial.thisRepN,instruction_trial.thisTrialN,instruction_trial.thisN,instruction_trial.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,thisRow.t,notes,assigned_ls_group,slider_informed_consent.response,Practice_clip_name,Practice_video_used,Practice_audio_used,Practice_modality,Practice_subtitles,Practice_attention_check,Practice_all_cut_rts,Practice_correct_key_required,practice_trials.prac_attention_resp.keys,practice_trials.prac_attention_resp.rt,practice_trials.prac_attention_resp.duration,video_used,audio_used,condition_modality,all_cut_rts,experiment_trials.exp_atttention_resp.keys,experiment_trials.exp_pause_resp.keys,correct_key_required,experiment_trials.exp_atttention_resp.rt,experiment_trials.exp_atttention_resp.duration,experiment_trials.exp_pause_resp.rt,experiment_trials.exp_pause_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,131,0,131,,,,None,None,,,,,,,,,,,,,131,0,131,0,1893.9129953329975,,,,,,,,,,,,,,,clips/clip_lied_17_sub_2.mp4,audios/silence.mp3,visual,"[2.757562541984953, 7.600754582992522]",None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,132,0,132,,,,None,None,,,,,,,,,,,,,132,0,132,0,1904.7163681669917,,,,,,,,,,,,,,,clips/clip_wurst_07_nosub_0.mp4,audios/clip_wurst_07_nosub_0.mp3,audiovisual,[],None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,133,0,133,,,,None,None,,,,,,,,,,,,,133,0,133,0,1915.4833424579992,,,,,,,,,,,,,,,clips/clip_hund_17_nosub_1.mp4,audios/silence.mp3,visual,[9.950022541015642],None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,134,0,134,,,,None,None,,,,,,,,,,,,,134,0,134,0,1928.5723297919903,,,,,,,,,,,,,,,clips/clip_hund_22_nosub_1.mp4,audios/clip_hund_22_nosub_1.mp3,audiovisual,[8.459548124985304],None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,135,0,135,,,,None,None,,,,,,,,,,,,,135,0,135,0,1939.3447347079928,,,,,,,,,,,,,,,clips/clip_holo_28_nosub_0.mp4,audios/clip_holo_28_nosub_0.mp3,audiovisual,[],None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,136,0,136,,,,None,None,,,,,,,,,,,,,136,0,136,0,1948.6210104169731,,,,,,,,,,,,,,,clips/clip_hund_19_sub_0.mp4,audios/silence.mp3,visual,[],None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,137,0,137,,,,None,None,,,,,,,,,,,,,137,0,137,0,1960.7641713749908,,,,,,,,,,,,,,,clips/clip_wurst_32_nosub_1.mp4,audios/clip_wurst_32_nosub_1.mp3,audiovisual,[7.614063417015132],None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,138,0,138,,,,None,None,,,,,,,,,,,,,138,0,138,0,1972.1592230829992,,,,,,,,,,,,,,,clips/clip_holo_26_sub_2.mp4,audios/clip_holo_26_sub_2.mp3,audiovisual,"[5.985815124993678, 8.749858416995266]",None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,139,0,139,,,,None,None,,,,,,,,,,,,,139,0,139,0,1982.1111524169974,,,,,,,,,,,,,,,clips/clip_hund_07_sub_1.mp4,audios/silence.mp3,visual,[6.5438428329944145],None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,140,0,140,,,,None,None,,,,,,,,,,,,,140,0,140,0,1994.4939478749875,,,,,,,,,,,,,,,clips/clip_wurst_28_nosub_1.mp4,audios/clip_wurst_28_nosub_1.mp3,audiovisual,[],None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,141,0,141,,,,None,None,,,,,,,,,,,,,141,0,141,0,2005.583868582995,,,,,,,,,,,,,,,clips/clip_wurst_05_sub_0.mp4,audios/clip_wurst_05_sub_0.mp3,audiovisual,[],None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,142,0,142,,,,None,None,,,,,,,,,,,,,142,0,142,0,2015.0286218329857,,,,,,,,,,,,,,,clips/clip_holo_22_nosub_1.mp4,audios/silence.mp3,visual,[9.161012041004142],None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,143,0,143,,,,None,None,,,,,,,,,,,,,143,0,143,0,2025.0359789169743,,,,,,,,,,,,,,,clips/clip_weißt_20_sub_1.mp4,audios/clip_weißt_20_sub_1.mp3,audiovisual,[7.871014667005511],None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,144,0,144,,,,1,None,2.152891042002011,None,,,,,,,,,,,144,0,144,0,2035.6532580829808,,,,,,,,,,,,,,,clips/clip_herz_16_nosub_0.mp4,audios/clip_herz_16_nosub_0.mp3,audiovisual,[],1,None,1,2.152891042002011,None,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,145,0,145,,,,None,None,,,,,,,,,,,,,145,0,145,0,2047.5999280419783,,,,,,,,,,,,,,,clips/clip_lied_04_sub_0.mp4,audios/silence.mp3,visual,[],None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,146,0,146,,,,None,None,,,,,,,,,,,,,146,0,146,0,2059.366014249972,,,,,,,,,,,,,,,clips/clip_hund_16_sub_1.mp4,audios/clip_hund_16_sub_1.mp3,audiovisual,[],None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,147,0,147,,,,4,None,4.4848287499917205,None,,,,,,,,,,,147,0,147,0,2070.9974101669795,,,,,,,,,,,,,,,clips/clip_holo_07_nosub_0.mp4,audios/clip_holo_07_nosub_0.mp3,audiovisual,[],4,None,4,4.4848287499917205,None,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,148,0,148,,,,None,None,,,,,,,,,,,,,148,0,148,0,2085.689791541983,,,,,,,,,,,,,,,clips/clip_weißt_08_sub_0.mp4,audios/silence.mp3,visual,[8.073691249999683],None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,149,0,149,,,,None,None,,,,,,,,,,,,,149,0,149,0,2096.660633291991,,,,,,,,,,,,,,,clips/clip_dampf_05_nosub_2.mp4,audios/silence.mp3,visual,"[3.386471875011921, 8.96146808299818]",None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,150,0,150,,,,None,None,,,,,,,,,,,,,150,0,150,0,2106.1444884169905,,,,,,,,,,,,,,,clips/clip_herz_08_nosub_0.mp4,audios/clip_herz_08_nosub_0.mp3,audiovisual,"[5.194758625002578, 9.52767604100518]",None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,151,0,151,,,,4,None,3.0796517920098267,None,,,,,,,,,,,151,0,151,0,2118.952892166999,,,,,,,,,,,,,,,clips/clip_hund_08_sub_1.mp4,audios/clip_hund_08_sub_1.mp3,audiovisual,"[1.1760341659828555, 1.4129884160065558]",4,None,4,3.0796517920098267,None,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,152,0,152,,,,None,None,,,,,,,,,,,,,152,0,152,0,2132.8369950419874,,,,,,,,,,,,,,,clips/clip_wurst_17_sub_0.mp4,audios/silence.mp3,visual,[],None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,153,0,153,,,,None,None,,,,,,,,,,,,,153,0,153,0,2141.6308002079895,,,,,,,,,,,,,,,clips/clip_herz_10_sub_0.mp4,audios/clip_herz_10_sub_0.mp3,audiovisual,[],None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,154,0,154,,,,None,None,,,,,,,,,,,,,154,0,154,0,2152.452696249995,,,,,,,,,,,,,,,clips/clip_holo_01_sub_1.mp4,audios/clip_holo_01_sub_1.mp3,audiovisual,[4.351112375006778],None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,155,0,155,,,,2,None,5.6676299999817275,None,,,,,,,,,,,155,0,155,0,2162.411411874986,,,,,,,,,,,,,,,clips/clip_claude_29_sub_0.mp4,audios/clip_claude_29_sub_0.mp3,audiovisual,[],2,None,2,5.6676299999817275,None,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,156,0,156,,,,None,None,,,,,,,,,,,,,156,0,156,0,2178.934485124977,,,,,,,,,,,,,,,clips/clip_holo_24_sub_2.mp4,audios/silence.mp3,visual,[9.098738625005353],None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,157,0,157,,,,1,None,2.3004869160067756,None,,,,,,,,,,,157,0,157,0,2189.483051624993,,,,,,,,,,,,,,,clips/clip_claude_21_nosub_1.mp4,audios/silence.mp3,visual,[9.66252870898461],1,None,1,2.3004869160067756,None,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,158,0,158,,,,None,None,,,,,,,,,,,,,158,0,158,0,2204.8661104169732,,,,,,,,,,,,,,,clips/clip_hund_10_nosub_0.mp4,audios/clip_hund_10_nosub_0.mp3,audiovisual,[10.125360874983016],None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,159,0,159,,,,None,None,,,,,,,,,,,,,159,0,159,0,2215.1207461249724,,,,,,,,,,,,,,,clips/clip_lied_22_sub_1.mp4,audios/clip_lied_22_sub_1.mp3,audiovisual,[5.9262467910011765],None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,160,0,160,,,,None,None,,,,,,,,,,,,,160,0,160,0,2226.415241999988,,,,,,,,,,,,,,,clips/clip_herz_12_nosub_0.mp4,audios/clip_herz_12_nosub_0.mp3,audiovisual,[5.714366708998568],None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,161,0,161,,,,2,None,3.5708418329886626,None,,,,,,,,,,,161,0,161,0,2236.2815799169766,,,,,,,,,,,,,,,clips/clip_lied_05_sub_0.mp4,audios/clip_lied_05_sub_0.mp3,audiovisual,[],2,None,2,3.5708418329886626,None,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,162,0,162,,,,None,None,,,,,,,,,,,,,162,0,162,0,2250.043334166985,,,,,,,,,,,,,,,clips/clip_weißt_30_sub_2.mp4,audios/clip_weißt_30_sub_2.mp3,audiovisual,"[3.0064619169861544, 11.961239166994346]",None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,163,0,163,,,,None,None,,,,,,,,,,,,,163,0,163,0,2262.78333424998,,,,,,,,,,,,,,,clips/clip_wurst_06_nosub_2.mp4,audios/silence.mp3,visual,"[2.8880055420158897, 8.18340341700241]",None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,164,0,164,,,,None,None,,,,,,,,,,,,,164,0,164,0,2274.686830957973,,,,,,,,,,,,,,,clips/clip_holo_14_nosub_0.mp4,audios/silence.mp3,visual,[],None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,165,0,165,,,,None,None,,,,,,,,,,,,,165,0,165,0,2285.4709762079874,,,,,,,,,,,,,,,clips/clip_wurst_31_nosub_1.mp4,audios/silence.mp3,visual,[],None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,166,0,166,,,,3,None,2.9003700419852976,None,,,,,,,,,,,166,0,166,0,2297.2645381669863,,,,,,,,,,,,,,,clips/clip_weißt_11_sub_0.mp4,audios/clip_weißt_11_sub_0.mp3,audiovisual,[],3,None,3,2.9003700419852976,None,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,167,0,167,,,,3,None,2.96551583398832,None,,,,,,,,,,,167,0,167,0,2310.990120167,,,,,,,,,,,,,,,clips/clip_hund_36_sub_2.mp4,audios/silence.mp3,visual,[6.555907833011588],3,None,3,2.96551583398832,None,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,168,0,168,,,,None,None,,,,,,,,,,,,,168,0,168,0,2323.995924582996,,,,,,,,,,,,,,,clips/clip_herz_14_sub_0.mp4,audios/clip_herz_14_sub_0.mp3,audiovisual,[],None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,169,0,169,,,,1,None,6.819703874993138,None,,,,,,,,,,,169,0,169,0,2335.2455334579863,,,,,,,,,,,,,,,clips/clip_weißt_13_nosub_0.mp4,audios/clip_weißt_13_nosub_0.mp3,audiovisual,[],1,None,1,6.819703874993138,None,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,170,0,170,,,,None,None,,,,,,,,,,,,,170,0,170,0,2353.683002207981,,,,,,,,,,,,,,,clips/clip_lied_19_nosub_1.mp4,audios/silence.mp3,visual,[5.065400124993175],None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,171,0,171,,,,None,None,,,,,,,,,,,,,171,0,171,0,2365.144996582996,,,,,,,,,,,,,,,clips/clip_holo_19_nosub_1.mp4,audios/clip_holo_19_nosub_1.mp3,audiovisual,[6.786087582993787],None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,172,0,172,,,,None,None,,,,,,,,,,,,,172,0,172,0,2375.9768474999873,,,,,,,,,,,,,,,clips/clip_claude_22_nosub_2.mp4,audios/clip_claude_22_nosub_2.mp3,audiovisual,[8.416641957999673],None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,173,0,173,,,,None,None,,,,,,,,,,,,,173,0,173,0,2387.457893624989,,,,,,,,,,,,,,,clips/clip_lied_08_sub_1.mp4,audios/silence.mp3,visual,[7.504153333982686],None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,174,0,174,,,,None,None,,,,,,,,,,,,,174,0,174,0,2397.332449666981,,,,,,,,,,,,,,,clips/clip_hund_20_sub_0.mp4,audios/clip_hund_20_sub_0.mp3,audiovisual,[],None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,175,0,175,,,,None,None,,,,,,,,,,,,,175,0,175,0,2409.5984274169896,,,,,,,,,,,,,,,clips/clip_herz_03_nosub_2.mp4,audios/silence.mp3,visual,[11.25954820800689],None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,176,0,176,,,,None,None,,,,,,,,,,,,,176,0,176,0,2422.7568605419947,,,,,,,,,,,,,,,clips/clip_holo_06_nosub_2.mp4,audios/silence.mp3,visual,[10.354217083018739],None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,177,0,177,,,,None,None,,,,,,,,,,,,,177,0,177,0,2433.2843524169875,,,,,,,,,,,,,,,clips/clip_claude_15_sub_0.mp4,audios/silence.mp3,visual,[],None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,178,0,178,,,,None,None,,,,,,,,,,,,,178,0,178,0,2446.0559850419813,,,,,,,,,,,,,,,clips/clip_hund_23_sub_1.mp4,audios/silence.mp3,visual,[],None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,179,0,179,,,,None,None,,,,,,,,,,,,,179,0,179,0,2457.7714359169768,,,,,,,,,,,,,,,clips/clip_holo_09_sub_2.mp4,audios/clip_holo_09_sub_2.mp3,audiovisual,[],None,None,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,A,2026-04-02_15h00.43.580,exp_sofc_final,,2025.2.3,None,2026-04-02 15h00.44.486796 +0200,
